,Times,min_velocity,max_velocity
824,13.239999999999824,7039.180075257386,15367.595554633303
825,13.249999999999824,7032.804372088353,15365.72055144305
826,13.259999999999824,7026.431958138183,15363.84545656654
827,13.269999999999824,7020.062843546738,15361.97027000377
828,13.279999999999824,7013.697038453873,15360.094991754744
829,13.289999999999823,7007.334552999451,15358.219621819459
830,13.299999999999823,7000.975397323333,15356.344160197916
831,13.309999999999823,6994.619581565375,15354.468606890116
832,13.319999999999823,6988.267115865441,15352.592961896056
833,13.329999999999822,6981.918010363387,15350.717225215738
834,13.339999999999822,6975.572275199077,15348.841396849162
835,13.349999999999822,6969.229920512366,15346.96547679633
836,13.359999999999822,6962.89095644312,15345.089465057237
837,13.369999999999822,6956.5553931311915,15343.213361631888
838,13.379999999999821,6950.223240716447,15341.33716652028
839,13.389999999999821,6943.894509338742,15339.460879722414
840,13.399999999999821,6937.569209137939,15337.58450123829
841,13.40999999999982,6931.247350253896,15335.708031067907
842,13.41999999999982,6924.928942826474,15333.831469211265
843,13.42999999999982,6918.613996995533,15331.954815668369
844,13.43999999999982,6912.30252290093,15330.07807043921
845,13.44999999999982,6905.994530682528,15328.201233523796
846,13.45999999999982,6899.690030480188,15326.324304922122
847,13.46999999999982,6893.389032433766,15324.447284634192
848,13.47999999999982,6887.091546683125,15322.570172660004
849,13.489999999999819,6880.79758336812,15320.692968999554
850,13.499999999999819,6874.507152628618,15318.815673652847
851,13.509999999999819,6868.220264604476,15316.938286619885
852,13.519999999999818,6861.93692943555,15315.060807900663
853,13.529999999999818,6855.657157261704,15313.183237495185
854,13.539999999999818,6849.380958222797,15311.305575403445
855,13.549999999999818,6843.108342458689,15309.427821625448
856,13.559999999999818,6836.839320109239,15307.549976161195
857,13.569999999999817,6830.573901314308,15305.672039010684
858,13.579999999999817,6824.312096213756,15303.794010173911
859,13.589999999999817,6818.05391494744,15301.915889650883
860,13.599999999999817,6811.799367655222,15300.037677441596
861,13.609999999999816,6805.548464476965,15298.159373546052
862,13.619999999999816,6799.301215552522,15296.280977964248
863,13.629999999999816,6793.057631021757,15294.402490696188
864,13.639999999999816,6786.817721024529,15292.523911741868
865,13.649999999999816,6780.5814957007005,15290.64524110129
866,13.659999999999815,6774.348965190129,15288.766478774454
867,13.669999999999815,6768.120139632672,15286.887624761363
868,13.679999999999815,6761.895029168193,15285.00867906201
869,13.689999999999815,6755.6736439365495,15283.1296416764
870,13.699999999999815,6749.4559940776035,15281.250512604533
871,13.709999999999814,6743.242089731214,15279.371291846406
