Wavelength,Scale_Factor_50
2000.0000000000002,1.070535267633817
2001.6108914286087,1.0710355177588795
2003.2230803428147,1.069534767383692
2004.836567787672,1.0710355177588795
2006.4513548090772,1.0685342671335667
2008.067442453768,1.0650325162581291
2009.6848317693264,1.064032016008004
2011.3035238041791,1.0625312656328163
2012.9235196075924,1.0615307653826913
2014.5448202296825,1.062031015507754
2016.1674267214103,1.063031515757879
2017.791340134583,1.0635317658829415
2019.4165615218544,1.0655327663831915
2021.0430919367273,1.0645322661330665
2022.670932433552,1.0680340170085043
2024.3000840675284,1.0685342671335667
2025.9305478947063,1.0700350175087543
2027.562324971986,1.0720360180090045
2029.1954163571195,1.0740370185092547
2030.8298231087122,1.07703851925963
2032.4655462862165,1.080040020010005
2034.1025869499438,1.0805402701350675
2035.7409461610578,1.08104052026013
2037.3806249815768,1.0845422711355677
2039.0216244743747,1.0840420210105053
2040.6639457031813,1.0845422711355677
2042.3075897325832,1.0815407703851925
2043.9525576280244,1.0825412706353177
2045.598850455807,1.0815407703851925
2047.2464692830922,1.080040020010005
2048.8954151779008,1.0785392696348175
2050.5456892091156,1.0790395197598799
2052.197292446474,1.0785392696348175
2053.850225960582,1.0790395197598799
2055.5044908229047,1.078039019509755
2057.160088105771,1.08104052026013
2058.8170188823738,1.082041020510255
2060.475284226769,1.082041020510255
2062.1348852138794,1.0830415207603803
2063.7958229194924,1.0835417708854427
2065.4580984202616,1.0835417708854427
2067.1217127937093,1.0845422711355677
2068.786667118224,1.0860430215107553
2070.4529624730667,1.0875437718859429
2072.1205999383587,1.0875437718859429
2073.7895805951007,1.0890445222611305
2075.45990552516,1.0870435217608805
2077.1315758112755,1.0865432716358179
2078.804592537059,1.0875437718859429
2080.478956786994,1.0845422711355677
2082.154669646438,1.0860430215107553
2083.8317322016233,1.0835417708854427
2085.510145539656,1.0840420210105053
2087.189910748519,1.0805402701350675
2088.871028917071,1.0785392696348175
2090.5535011350485,1.0795397698849425
2092.2373284930613,1.080040020010005
2093.9225120826036,1.0795397698849425
2095.6090529960456,1.0790395197598799
2097.2969523266383,1.078039019509755
2098.9862111685134,1.0755377688844423
2100.6768306166828,1.0730365182591295
2102.368811767041,1.070535267633817
2104.062155716366,1.0730365182591295
2105.756863562317,1.073536768384192
2107.45293640344,1.074537268634317
2109.1503753391644,1.0750375187593797
2110.8491814698064,1.0755377688844423
2112.549355896564,1.0755377688844423
2114.2508997215273,1.074537268634317
2115.9538140476716,1.074537268634317
2117.658099978862,1.0730365182591295
2119.363758619852,1.074537268634317
2121.070791076284,1.072536268134067
2122.779198454692,1.073536768384192
2124.4889818625015,1.0720360180090045
2126.2001424080295,1.073536768384192
2127.912681200485,1.0730365182591295
2129.6265993499715,1.0720360180090045
2131.3418979674866,1.0720360180090045
2133.058578164924,1.0720360180090045
2134.7766410550666,1.0720360180090045
2136.496087751601,1.072536268134067
2138.2169193691084,1.0720360180090045
2139.939137023067,1.0730365182591295
2141.662741829854,1.070535267633817
2143.387734906746,1.071535767883942
2145.1141173719193,1.0690345172586293
2146.84189034445,1.0685342671335667
2148.5710549443165,1.0700350175087543
2150.3016122923996,1.0720360180090045
2152.033563510482,1.073536768384192
2153.766909721253,1.0720360180090045
2155.501652048298,1.0755377688844423
2157.237791616116,1.074537268634317
2158.975329550108,1.0730365182591295
2160.714266976583,1.074537268634317
2162.4546050227555,1.0755377688844423
2164.1963448167485,1.0760380190095047
2165.939487487594,1.0775387693846923
2167.6840341652332,1.0775387693846923
2169.4299859805174,1.0765382691345673
2171.1773440652087,1.078039019509755
2172.9261095519805,1.0740370185092547
2174.676283574421,1.0775387693846923
2176.4278672670252,1.070535267633817
2178.1808617652077,1.078039019509755
2179.935268205296,1.078039019509755
2181.6910877245327,1.0785392696348175
2183.448321461076,1.078039019509755
2185.2069705540016,1.0785392696348175
2186.9670361433023,1.0795397698849425
2188.7285193698885,1.08104052026013
2190.4914213755906,1.08104052026013
2192.2557433031575,1.0790395197598799
2194.02148629626,1.08104052026013
2195.788651499491,1.08104052026013
2197.557240058359,1.0805402701350675
2199.3272531193024,1.0790395197598799
2201.09869182968,1.0785392696348175
2202.871557337775,1.0765382691345673
2204.645850792795,1.0755377688844423
2206.421573344875,1.078039019509755
2208.198726145074,1.0775387693846923
2209.9773103453795,1.0765382691345673
2211.757327098707,1.0795397698849425
2213.5387775588997,1.0790395197598799
2215.321662880731,1.0830415207603803
2217.1059842199033,1.0830415207603803
2218.891742733054,1.0825412706353177
2220.678939577743,1.0790395197598799
2222.467575912472,1.0830415207603803
2224.2576528966706,1.0830415207603803
2226.049171690705,1.0830415207603803
2227.8421334558734,1.0815407703851925
2229.636539354412,1.0825412706353177
2231.432390549491,1.0835417708854427
2233.2296882052187,1.0815407703851925
2235.028433486641,1.0790395197598799
2236.8286275597407,1.0805402701350675
2238.6302715914417,1.08104052026013
2240.4333667496094,1.0805402701350675
2242.237914203042,1.0755377688844423
2244.0439151214873,1.0740370185092547
2245.8513706756326,1.074537268634317
2247.660282037107,1.0755377688844423
2249.470650378486,1.0750375187593797
2251.2824768732867,1.0765382691345673
2253.0957626959726,1.078039019509755
2254.9105090219527,1.07703851925963
2256.726717027584,1.0795397698849425
2258.54438789017,1.080040020010005
2260.363522787962,1.0805402701350675
2262.1841229001634,1.0805402701350675
2264.006189406921,1.080040020010005
2265.8297234893366,1.0795397698849425
2267.654726329464,1.0795397698849425
2269.4811991103084,1.0775387693846923
2271.3091430158256,1.078039019509755
2273.138559230928,1.0775387693846923
2274.96944894148,1.0790395197598799
2276.801813334303,1.080040020010005
2278.6356535971736,1.0785392696348175
2280.470970918824,1.0790395197598799
2282.307766488946,1.0785392696348175
2284.1460414981902,1.08104052026013
2285.98579713816,1.0795397698849425
2287.827034601425,1.0825412706353177
2289.6697550815143,1.08104052026013
2291.5139597729167,1.082041020510255
2293.359649871084,1.0815407703851925
2295.206826572431,1.0835417708854427
2297.055491074336,1.08104052026013
2298.9056445751403,1.078039019509755
2300.7572882741533,1.0790395197598799
2302.6104233716483,1.07703851925963
2304.4650510688653,1.072536268134067
2306.321172568015,1.071535767883942
2308.178789072269,1.0700350175087543
2310.037901785775,1.067033516758379
2311.8985119136487,1.0635317658829415
2313.7606206619757,1.0635317658829415
2315.6242292378142,1.067033516758379
2317.489338849193,1.0685342671335667
2319.3559507051145,1.0700350175087543
2321.224066015556,1.074537268634317
2323.093685991468,1.069534767383692
2324.964811844777,1.074537268634317
2326.8374447883857,1.0755377688844423
2328.7115860361755,1.0740370185092547
2330.587236802999,1.0720360180090045
2332.4643983046944,1.069534767383692
2334.343071758076,1.069534767383692
2336.2232583809396,1.0675337668834417
2338.10495939206,1.066033016508254
2339.988176011196,1.067033516758379
2341.8729094590867,1.0655327663831915
2343.759160957456,1.0685342671335667
2345.6469317290102,1.069534767383692
2347.5362229974426,1.071535767883942
2349.42703598743,1.0740370185092547
2351.3193719246365,1.074537268634317
2353.213232035716,1.0750375187593797
2355.1086175483033,1.07703851925963
2357.0055296910286,1.0755377688844423
2358.9039696935097,1.0775387693846923
2360.8039387863546,1.0760380190095047
2362.7054382011625,1.071535767883942
2364.608469170525,1.0775387693846923
2366.513032928026,1.0760380190095047
2368.419130708243,1.0730365182591295
2370.326763746748,1.0760380190095047
2372.2359332801084,1.0755377688844423
2374.1466405458877,1.0730365182591295
2376.0588867826473,1.072536268134067
2377.972673229941,1.070535267633817
2379.888001128327,1.0690345172586293
2381.8048717193597,1.067033516758379
2383.723286245595,1.0645322661330665
2385.6432459505886,1.0680340170085043
2387.5647520788984,1.0655327663831915
2389.487805876084,1.0635317658829415
2391.4124085887097,1.0655327663831915
2393.338561464341,1.064032016008004
2395.2662657515516,1.0605302651325663
2397.195522699919,1.0595297648824413
2399.1263335600293,1.0560280140070035
2401.0586995834697,1.053526763381691
2402.992622022842,1.0510255127563781
2404.928102131755,1.047023511755878
2406.865141164827,1.0445222611305653
2408.8037403776866,1.0415207603801901
2410.7439010269736,1.0390195097548773
2412.685624370341,1.0370185092546274
2414.6289116664534,1.0365182591295647
2416.5737641749906,1.0365182591295647
2418.5201831566455,1.0365182591295647
2420.468169873127,1.0390195097548773
2422.4177255871637,1.0380190095047523
2424.3688515624926,1.0400200100050025
2426.3215490638763,1.0410205102551275
2428.275819357094,1.0445222611305653
2430.231663708944,1.0420210105052525
2432.1890833872444,1.0465232616308153
2434.148079660836,1.0495247623811905
2436.108653799581,1.0515257628814407
2438.0708070743635,1.054527263631816
2440.0345407570917,1.0560280140070035
2441.999856120699,1.0570285142571285
2443.9667544391427,1.0580290145072537
2445.935236987408,1.0615307653826913
2447.9053050415077,1.064032016008004
2449.876959878476,1.0645322661330665
2451.850202776383,1.0650325162581291
2453.8250350143253,1.0650325162581291
2455.80145787243,1.0675337668834417
2457.7794726318552,1.0665332666333167
2459.759080574792,1.0615307653826913
2461.7402829844614,1.0585292646323161
2463.7230811451213,1.055527763881941
2465.7074763420624,1.0500250125062531
2467.69346986161,1.0485242621310655
2469.6810629911292,1.0500250125062531
2471.6702570190137,1.0510255127563781
2473.6610532347026,1.0500250125062531
2475.653452928672,1.0530265132566283
2477.647457392436,1.0530265132566283
2479.6430679185496,1.0550275137568785
2481.6402858006086,1.055527763881941
2483.6391123332514,1.0520260130065033
2485.639548812159,1.0505252626313157
2487.6415965340548,1.0515257628814407
2489.645256796708,1.0560280140070035
2491.650530898933,1.055527763881941
2493.6574201405892,1.0530265132566283
2495.6659258225873,1.0575287643821911
2497.676049246876,1.0595297648824413
2499.6877917164625,1.0605302651325663
2501.701154535399,1.062031015507754
2503.7161390087895,1.063031515757879
2505.7327464427885,1.0645322661330665
2507.750978144603,1.0645322661330665
2509.7708354224915,1.0610305152576287
2511.7923195857684,1.0645322661330665
2513.815431944801,1.064032016008004
2515.840173811013,1.0655327663831915
2517.8665464968835,1.0650325162581291
2519.894551315952,1.0655327663831915
2521.924189582808,1.066033016508254
2523.9554626131076,1.0665332666333167
2525.9883717235643,1.0690345172586293
2528.0229182319513,1.069534767383692
2530.059103457104,1.070535267633817
2532.09692871892,1.0690345172586293
2534.1363953383598,1.067033516758379
2536.1775046374473,1.067033516758379
2538.2202579392724,1.066033016508254
