log Total_Ejecta_Mass_(solmass),Fraction_Core_burned,Fraction_Core_burned_lower_limit,Fraction_Core_burned_upper_limit
0.2611284456726903,0.5932267704452807,0.4745814163562246,0.7118721245343368
0.26194583866446297,0.5941220716852221,0.47529765734817775,0.7129464860222665
0.26276323165623566,0.5950173729251635,0.47601389834013086,0.7140208475101962
0.26358062464800835,0.5959126741651051,0.4767301393320841,0.7150952089981261
0.2643980176397811,0.5968079754050466,0.4774463803240373,0.7161695704860559
0.2652154106315538,0.5977032766449881,0.4781626213159905,0.7172439319739857
0.2660328036233265,0.5985985778849295,0.47887886230794363,0.7183182934619154
0.2668501966150992,0.599493879124871,0.4795951032998968,0.7193926549498452
0.2676675896068719,0.6003891803648125,0.48031134429185,0.720467016437775
0.2684849825986446,0.601284481604754,0.48102758528380324,0.7215413779257048
0.2693023755904173,0.6021797828446955,0.48174382627575646,0.7226157394136347
0.27011976858219,0.603075084084637,0.48246006726770957,0.7236901009015643
0.27093716157396275,0.6039703853245785,0.4831763082596628,0.7247644623894941
0.27175455456573544,0.6048656865645199,0.48389254925161596,0.7258388238774238
0.27257194755750813,0.6057609878044614,0.4846087902435692,0.7269131853653537
0.2733893405492808,0.6066562890444029,0.4853250312355224,0.7279875468532835
0.27420673354105357,0.6075515902843445,0.4860412722274756,0.7290619083412133
0.27502412653282626,0.6084468915242859,0.48675751321942873,0.730136269829143
0.27584151952459895,0.6093421927642273,0.48747375421138184,0.7312106313170728
0.27665891251637165,0.6102374940041688,0.48818999520333506,0.7322849928050026
0.2774763055081444,0.6111327952441103,0.4889062361952883,0.7333593542929324
0.2782936984999171,0.6120280964840519,0.4896224771872415,0.7344337157808623
0.2791110914916898,0.6129233977239933,0.49033871817919467,0.735508077268792
0.27992848448346247,0.6138186989639347,0.4910549591711478,0.7365824387567216
0.2807458774752352,0.6147140002038762,0.491771200163101,0.7376568002446514
0.2815632704670079,0.6156093014438178,0.4924874411550542,0.7387311617325812
0.2823806634587806,0.6165046026837593,0.49320368214700744,0.7398055232205111
0.2831980564505533,0.6173999039237007,0.4939199231389606,0.7408798847084408
0.28401544944232604,0.6182952051636422,0.4946361641309138,0.7419542461963706
0.28483284243409873,0.6191905064035836,0.49535240512286693,0.7430286076843003
0.2856502354258714,0.6200858076435252,0.49606864611482016,0.7441029691722302
0.28646762841764417,0.6209811088834667,0.4967848871067734,0.74517733066016
0.28728502140941686,0.6218764101234082,0.4975011280987266,0.7462516921480898
0.28810241440118955,0.6227717113633496,0.4982173690906797,0.7473260536360196
