log Total_Ejecta_Mass_(solmass),log KE_(erg),log KE_(erg)_lower_limit,log KE_(erg)_upper_limit
0.24559797882900886,51.110824443189806,50.95592248320406,51.22476779549664
0.24641537182078155,51.11272817926682,50.957826219281074,51.22667153157365
0.24723276481255427,51.1146289554104,50.95972699542466,51.228572307717236
0.24805015780432696,51.11652677162057,50.96162481163483,51.230470123927404
0.24886755079609968,51.11842162789731,50.96351966791157,51.232364980204146
0.24968494378787237,51.12031352424062,50.96541156425488,51.234256876547455
0.25050233677964506,51.12220246065051,50.96730050066477,51.236145812957346
0.2513197297714178,51.12408843712698,50.969186477141236,51.23803178943381
0.2521371227631905,51.12597145367002,50.971069493684276,51.23991480597685
0.2529545157549632,51.12785151027964,50.9729495502939,51.241794862586474
0.2537719087467359,51.12972860695583,50.97482664697009,51.24367195926266
0.25458930173850863,51.13160274369859,50.97670078371285,51.24554609600543
0.2554066947302813,51.13347392050794,50.978571960522196,51.24741727281477
0.256224087722054,51.13534213738386,50.980440177398116,51.24928548969069
0.2570414807138267,51.13720739432635,50.98230543434061,51.251150746633186
0.25785887370559946,51.13906969133542,50.98416773134968,51.253013043642255
0.25867626669737215,51.140929028411065,50.98602706842532,51.2548723807179
0.25949365968914484,51.14278540555328,50.98788344556754,51.25672875786012
0.26031105268091753,51.144638822762076,50.98973686277633,51.25858217506891
0.2611284456726903,51.14648928003745,50.99158732005171,51.26043263234428
0.26194583866446297,51.1483367773794,50.993434817393656,51.26228012968623
0.26276323165623566,51.150181314787915,50.99527935480217,51.26412466709475
0.26358062464800835,51.15202289226301,50.99712093227727,51.265966244569846
0.2643980176397811,51.153861509804685,50.99895954981894,51.26780486211152
0.2652154106315538,51.15569716741293,51.00079520742719,51.269640519719765
0.2660328036233265,51.15752986508776,51.00262790510202,51.27147321739459
0.2668501966150992,51.159359602829156,51.00445764284341,51.27330295513599
0.2676675896068719,51.16118638063713,51.00628442065139,51.27512973294397
0.2684849825986446,51.16301019851168,51.008108238525935,51.27695355081851
0.2693023755904173,51.164831056452805,51.00992909646706,51.27877440875964
0.27011976858219,51.166648954460506,51.01174699447476,51.28059230676734
0.27093716157396275,51.16846389253478,51.01356193254904,51.282407244841615
0.27175455456573544,51.17027587067563,51.01537391068989,51.284219222982465
0.27257194755750813,51.172084888883056,51.01718292889731,51.28602824118989
0.2733893405492808,51.17389094715706,51.01898898717132,51.287834299463896
0.27420673354105357,51.175694045497636,51.02079208551189,51.28963739780447
0.27502412653282626,51.17749418390479,51.02259222391905,51.291437536211625
0.27584151952459895,51.17929136237852,51.02438940239278,51.293234714685354
0.27665891251637165,51.181085580918825,51.02618362093308,51.29502893322566
0.2774763055081444,51.182876839525704,51.02797487953996,51.29682019183254
0.2782936984999171,51.18466513819916,51.029763178213415,51.29860849050599
0.2791110914916898,51.186450476939186,51.03154851695344,51.30039382924602
0.27992848448346247,51.18823285574579,51.033330895760045,51.30217620805262
0.2807458774752352,51.19001227461897,51.03511031463323,51.303955626925806
0.2815632704670079,51.19178873355873,51.03688677357299,51.305732085865564
0.2823806634587806,51.19356223256506,51.038660272579314,51.30750558487189
0.2831980564505533,51.195332771637965,51.04043081165222,51.3092761239448
0.28401544944232604,51.19710035077745,51.042198390791704,51.31104370308428
0.28483284243409873,51.198864969983504,51.04396300999776,51.31280832229034
0.2856502354258714,51.20062662925614,51.0457246692704,51.314569981562975
0.28646762841764417,51.20238532859535,51.047483368609605,51.31632868090218
0.28728502140941686,51.204141068001135,51.04923910801539,51.31808442030797
0.28810241440118955,51.20589384747349,51.05099188748775,51.31983719978032
0.28891980739296225,51.20764366701243,51.052741707026684,51.32158701931926
0.28973720038473494,51.20939052661794,51.054488566632195,51.32333387892477
0.2905545933765077,51.21113442629002,51.05623246630428,51.32507777859686
0.2913719863682804,51.21287536602868,51.05797340604294,51.32681871833552
0.29218937936005307,51.21461334583392,51.059711385848175,51.32855669814075
0.2930067723518258,51.216348365705734,51.06144640571999,51.33029171801257
0.2938241653435985,51.21808042564412,51.063178465658375,51.33202377795095
0.2946415583353712,51.21980952564908,51.06490756566334,51.33375287795592
0.2954589513271439,51.22153566572062,51.06663370573488,51.335479018027456
0.2962763443189166,51.22325884585874,51.068356885872994,51.33720219816557
0.29709373731068933,51.224979066063426,51.07007710607768,51.33892241837026
0.297911130302462,51.22669632633469,51.071794366348946,51.34063967864152
0.2987285232942347,51.22841062667253,51.073508666686784,51.34235397897936
0.29954591628600746,51.23012196707695,51.075220007091204,51.34406531938378
0.30036330927778015,51.231830347547934,51.07692838756219,51.34577369985477
0.30118070226955285,51.2335357680855,51.07863380809976,51.347479120392336
