log Total_Ejecta_Mass_(solmass),Fraction_Core_IGE/burned,Fraction_Core_IGE/burned_lower_limit,Fraction_Core_IGE/burned_upper_limit
-0.0032360553094087086,0.6338127890986265,0.5070502312789013,0.6971940680084892
-0.0020005543683700583,0.6383835107136422,0.5107068085709138,0.7022218617850065
-0.000765053427331408,0.642940401214318,0.5143523209714543,0.7072344413357498
0.00047044751370724225,0.6474834606006539,0.5179867684805232,0.7122318066607193
0.0017059484547458786,0.6520126888726497,0.5216101510981198,0.7172139577599148
0.002941449395784529,0.6565280860303059,0.5252224688242447,0.7221808946333366
0.004176950336823179,0.6610296520736221,0.5288237216588977,0.7271326172809843
0.005412451277861816,0.6655173870025982,0.5324139096020786,0.7320691257028581
0.006647952218900466,0.6699912908172346,0.5359930326537877,0.7369904198989582
0.007883453159939116,0.6744513635175311,0.5395610908140249,0.7418964998692843
0.009118954100977766,0.6788976051034876,0.5431180840827902,0.7467873656138364
0.010354455042016417,0.6833300155751043,0.5466640124600834,0.7516630171326149
0.011589955983055053,0.687748594932381,0.5501988759459049,0.7565234544256192
0.012825456924093703,0.692153343175318,0.5537226745402544,0.7613686774928499
0.014060957865132354,0.6965442603039149,0.557235408243132,0.7661986863343064
0.01529645880617099,0.7009213463181719,0.5607370770545376,0.7710134809499892
0.01653195974720964,0.7052846012180891,0.5642276809744713,0.7758130613398981
0.01776746068824829,0.7096340250036663,0.567707220002933,0.780597427504033
0.01900296162928694,0.7139696176749037,0.571175694139923,0.7853665794423942
0.02023846257032559,0.7182913792318012,0.5746331033854409,0.7901205171549813
0.021473963511364227,0.7225993096743587,0.5780794477394869,0.7948592406417946
0.022709464452402878,0.7268934090025763,0.581514727202061,0.799582749902834
0.023944965393441528,0.7311736772164541,0.5849389417731633,0.8042910449380996
0.025180466334480164,0.7354401143159919,0.5883520914527935,0.8089841257475912
0.026415967275518815,0.7396927203011898,0.5917541762409518,0.8136619923313089
0.027651468216557465,0.7439314951720479,0.5951451961376384,0.8183246446892528
0.028886969157596115,0.7481564389285661,0.5985251511428529,0.8229720828214228
0.030122470098634765,0.7523675515707443,0.6018940412565955,0.8276043067278188
0.0313579710396734,0.7565648330985827,0.6052518664788662,0.832221316408441
0.03259347198071205,0.7607482835120811,0.6085986268096649,0.83236388
0.0338289729217507,0.7649179028112396,0.6119343222489917,0.83236388
0.03506447386278934,0.7690736909960583,0.6152589527968466,0.83236388
0.03629997480382799,0.773215648066537,0.6185725184532296,0.83236388
0.03753547574486664,0.7773437740226758,0.6218750192181407,0.83236388
0.03877097668590529,0.7814580688644748,0.6251664550915799,0.83236388
0.04000647762694394,0.7855585325919339,0.6284468260735472,0.83236388
0.04124197856798258,0.789645165205053,0.6317161321640424,0.83236388
