wl,mean_fe,max_fe,mean_fe_4000_6000,max_fe_4000_6000,mean_fe_6000_8000,max_fe_6000_8000,mean_fe_8000_10000,max_fe_8000_10000,mean_fe_10000_12000,max_fe_10000_12000,mean_fe_12000_14000,max_fe_12000_14000,mean_fe_14000_16000,max_fe_14000_16000,mean_fe_16000_18000,max_fe_16000_18000
3010.0000000000014,0.027022363770170147,0.26355080710168083,0.03292938779378574,0.16159428665652992,0.032051118258900176,0.22540763895425228,0.029749300347806762,0.26355080710168083,0.023765977030326815,0.18917289904064502,0.021335508016122724,0.1884189037248841,0.019954565769984684,0.16793132662696145,0.02032450152734679,0.0942571114334182
3013.301916195297,0.024036519490964917,0.21653732100986453,0.029119015132331703,0.14338240061044238,0.028255979010408782,0.18236508348844863,0.026434091267541614,0.21653732100986453,0.021281240592423152,0.16214954729910336,0.019120549924177985,0.16131992831909883,0.017912066183363724,0.1589284117720596,0.01817217825650267,0.08777778568926525
3016.6074545336332,0.02172833012107546,0.1888741306534299,0.02611078185480811,0.12842629862292199,0.025226239178941366,0.14402771554628438,0.023908678867349088,0.1888741306534299,0.019401847086233624,0.1416844758194776,0.017485574737944983,0.1400336400252131,0.016156791835559813,0.1588696102663191,0.016215318958136944,0.080067074133971
3019.916618988442,0.02003530858091375,0.15658997978157344,0.02408099655725926,0.11275109496188754,0.023067055996878784,0.1296723974661093,0.021987489374813957,0.15658997978157344,0.018035728458696346,0.12411486272251612,0.01620829380050505,0.12238027279811253,0.014896140048567156,0.15002715076948517,0.015063843058606247,0.07389215189897941
3023.2294135375028,0.018899990371825597,0.14452102920892995,0.02271750321944546,0.10418649739580974,0.02158970747132656,0.12048117000572972,0.020701579110759177,0.13101830898543146,0.01711383917036175,0.11950385934068973,0.015357011336953158,0.10650591577637292,0.014137171812213458,0.14452102920892995,0.014493116658346218,0.07669115177634701
3026.545842162969,0.018252830220332094,0.14260658039128415,0.021944617243031872,0.10512480721608143,0.020749438508867738,0.11382087163200223,0.019931365443859275,0.11980522764929659,0.016640051734048537,0.11349046020580038,0.014831128695347808,0.10106255021421753,0.013758403309709271,0.14260658039128415,0.014168538720151586,0.07037803098653847
3029.8659088513523,0.017974014952844126,0.13085150828505493,0.021539914538374734,0.11005931948110032,0.020341766997411262,0.10887523633006657,0.019570197979893632,0.12146931846646183,0.016463132038190165,0.10756600622394681,0.014682752827344768,0.0986274964878585,0.013639904555700098,0.13085150828505493,0.014103613597786897,0.06719330746578533
3033.1896175935485,0.017933735083559898,0.13692398084430482,0.021534073022210883,0.11351790084859575,0.02029721207009107,0.10736245131259889,0.019478846171086528,0.12177892705757624,0.016490628514995526,0.10363258509018546,0.014572459964311876,0.09755597711813621,0.01362874746990599,0.13692398084430482,0.014855519840374441,0.0634616540394527
3036.51697238482,0.018043195475746142,0.12963535833893688,0.021646194280207583,0.11786869999673937,0.020402075717311122,0.10381072604666758,0.019523110663268978,0.12205128482119855,0.01663155667900292,0.10648857995293715,0.014673778851944423,0.1018797433235667,0.013899590538661938,0.12963535833893688,0.01560630482929784,0.06375976693980631
3039.8479772248224,0.01821771595756289,0.1256064010234569,0.02189282239538333,0.12029647890257639,0.020671696275123545,0.10446746261876887,0.01964074903748034,0.12238703535971919,0.01683479875383947,0.1098394875244185,0.014762873658183353,0.10268291236818634,0.014036860041039748,0.1256064010234569,0.01591416594843468,0.057649731289106936
3043.1826361175886,0.01836631882477252,0.12928340118175155,0.022019928443051413,0.12768704257790417,0.02087812497665871,0.11580193524357,0.019759188569561905,0.12375071994776081,0.016986872986542143,0.1089638546078221,0.01486846698138985,0.10308337899772138,0.014286794193800903,0.12928340118175155,0.016075464085580946,0.05830034521093991
3046.520953071555,0.018511864680177292,0.12825304459942513,0.02210337838149436,0.12825304459942513,0.021049689713145612,0.12047173782246352,0.019889995025035436,0.12165776567002105,0.017183404648652728,0.1152899323345056,0.014956347073923192,0.10242495779537979,0.014400669427730892,0.1201385139308482,0.01653411473162163,0.05722703026731406
3049.8629320995437,0.018567478649474847,0.13002831885269733,0.02196473872993233,0.13002831885269733,0.02117197596334899,0.12616096087151243,0.019921854317863148,0.12518908161512443,0.017251119035048616,0.1173710843103972,0.015040669704426793,0.10063839278629881,0.01445363014324898,0.12182794359797978,0.016914867932842706,0.06432928641964981
3053.20857721879,0.018530478532676028,0.134228341544702,0.022001993237177005,0.13226126573772998,0.02124501410652788,0.12279994272899138,0.01986620312696811,0.134228341544702,0.0172218365250139,0.11811887181993744,0.014959863096397772,0.10362757493343998,0.014129454121236248,0.11471709842216295,0.016687303921801493,0.05498977083819588
3056.557892450925,0.018627235959920274,0.13111343138296178,0.0220484435818707,0.1289732392487645,0.02145660819699971,0.12584196757011346,0.019973826047832613,0.13111343138296178,0.01727976598441882,0.1284601432818841,0.015036655105487873,0.10282585748800177,0.014079531834973626,0.1273943241997103,0.01686261936805837,0.05696865604202162
3059.9108818220025,0.018728020465112474,0.14677502987612942,0.022075733143184402,0.14125374377099084,0.021473709724348,0.14677502987612942,0.020110948837596555,0.11266796887950378,0.017450332338469595,0.1234840612703051,0.015171618530351441,0.09715721131493281,0.01394683857220306,0.12034180858699829,0.016911941374063582,0.062173106693377576
3063.267549362481,0.018790092492424804,0.1433488667775706,0.022213602056801358,0.13182623050865624,0.02163368879765035,0.1433488667775706,0.020123019615612085,0.11576803836702214,0.017458420480324956,0.12960782691115863,0.01520017969883859,0.09934019555338756,0.014116816338686885,0.133610866708879,0.01761395291347418,0.06616296328862394
