log EDefNuc,Core_Fraction,Core_Fraction_lower_limit,Core_Fraction_upper_limit
0.4179684463045498,0.6334631890388306,0.5067705512310645,0.7601558268465967
0.42138376559349766,0.6296539461075756,0.5037231568860605,0.7555847353290908
0.42479908488244544,0.6258409047550516,0.5006727238040413,0.751009085706062
0.4282144041713932,0.6220240649812583,0.49761925198500667,0.7464288779775099
0.431629723460341,0.6182034267861957,0.49456274142895656,0.7418441121434348
0.4350450427492888,0.6143789901698637,0.491503192135891,0.7372547882038365
0.4384603620382366,0.6105507551322625,0.48844060410581003,0.732660906158715
0.44187568132718436,0.606718721673392,0.48537497733871365,0.7280624660080705
0.44529100061613214,0.6028828897932523,0.4823063118346019,0.7234594677519027
0.4487063199050799,0.5990432594918431,0.4792346075934745,0.7188519113902118
