wl,mean_fe,max_fe,mean_fe_4000_6000,max_fe_4000_6000,mean_fe_6000_8000,max_fe_6000_8000,mean_fe_8000_10000,max_fe_8000_10000,mean_fe_10000_12000,max_fe_10000_12000,mean_fe_12000_14000,max_fe_12000_14000,mean_fe_14000_16000,max_fe_14000_16000,mean_fe_16000_18000,max_fe_16000_18000
3010.0000000000014,0.026773589952482496,0.24527172374164494,0.032183844644944476,0.1586316872927784,0.03171049057598814,0.2198233452742467,0.029506640180467357,0.24527172374164494,0.023659691044004404,0.19156727921755246,0.02111653593730647,0.17727082409017794,0.019983221397003925,0.11380554469543491,0.01971933586000888,0.06538180644319064
3013.301916195297,0.02381700507627486,0.20091983277639355,0.028582499551378458,0.1366216879878336,0.027933376237617887,0.17500400337368566,0.026215073711008924,0.20091983277639355,0.021129187519921436,0.17020074273143643,0.01900646504594462,0.14776143525829769,0.017891848281639214,0.09375229554787332,0.017785531720703896,0.05753538867569408
3016.6074545336332,0.021545104221487206,0.17032792829392193,0.025447826025099606,0.12075715407091255,0.025013954588079493,0.13463073915885077,0.023749325632356554,0.17032792829392193,0.0193079513264775,0.14629669901059847,0.017325407549660252,0.13118602263793588,0.016150094911760438,0.08417559873905252,0.01605506152929006,0.05440585173064112
3019.916618988442,0.019842481011384906,0.14172201773847312,0.023295377817354253,0.12834092348231368,0.022790550957358883,0.11476594585689807,0.021813289276476654,0.14172201773847312,0.01792744653189364,0.13021363791952723,0.016165243138793802,0.1225664579412439,0.014881439926065242,0.09001433968779249,0.015134360173886844,0.053352334437548055
3023.2294135375028,0.018719109697561864,0.12628055624242068,0.02185472367844847,0.11736806387005883,0.021419434070222433,0.10345536017177938,0.020508402428793544,0.12628055624242068,0.017055904219521197,0.11711690433740024,0.015278644865446252,0.11808474284841633,0.014029305138795632,0.09022781025740569,0.014779361561748314,0.06570933977290963
3026.545842162969,0.018065458573143154,0.1275640158177966,0.021121954360503202,0.11089130700790176,0.020494983516519898,0.09612848728746813,0.01977336175105517,0.1275640158177966,0.016600167704149658,0.1100140307093135,0.014701931905171339,0.11083998461004328,0.013646121227545266,0.10287737912869266,0.014402830158842025,0.05864090517855939
3029.8659088513523,0.017760978404293918,0.12527311921372453,0.020736866705060617,0.1087659132397508,0.020146862868849327,0.09261065250495684,0.01936867755663472,0.12527311921372453,0.016408993598113885,0.1097863242231173,0.014453599015706343,0.1105024516937657,0.013395530477363516,0.08848598491677881,0.014325382506570453,0.06621136838128655
3033.1896175935485,0.01774969640596211,0.12513684142993012,0.020774472844239573,0.11087046483843044,0.020062661535508144,0.09847467651001315,0.019304049888098238,0.12513684142993012,0.016451511180634672,0.10998398496379014,0.014502787180140175,0.1160783472725219,0.013392024436354356,0.09474924786277455,0.01442793018437321,0.07177965481392529
3036.51697238482,0.017843027293976528,0.12498080999100525,0.02078118134169225,0.11395778254986476,0.02014338860363581,0.10311129330362363,0.019397979054350492,0.12498080999100525,0.016555397706098287,0.10892147800827139,0.014601696108347398,0.11089056407105881,0.013515817844693684,0.09717636056551375,0.015178521143950834,0.07855327736551822
3039.8479772248224,0.017983761225571583,0.12248752851782972,0.020999353902732755,0.11515200513094717,0.02028811321636474,0.1063695818126794,0.019522882218402197,0.12248752851782972,0.016738918159611392,0.10996622471843863,0.014631245702792447,0.11487123551730706,0.013676189462523351,0.09927353920787814,0.015898653555960755,0.07440826254302832
3043.1826361175886,0.01817156305909396,0.12062026653911449,0.021243274735410496,0.12050888705889604,0.020558953309675394,0.10894492547586332,0.019727857690529788,0.12062026653911449,0.01687700558979832,0.10931776219807954,0.01477776217654481,0.11708285697301252,0.013732141360356028,0.10343416519323771,0.016392821536251337,0.07081128083730467
3046.520953071555,0.01832327688892543,0.12199729727796763,0.021335072185257327,0.12199729727796763,0.02079929931114093,0.10942968895141722,0.019822432835534937,0.11703163014619661,0.0170576970322564,0.11488247806442038,0.014915946516344682,0.11286524986709652,0.013849728297338824,0.09616209836149099,0.016654729422413365,0.08740945083673585
