Sparks,Fraction_Core_burned,Fraction_Core_burned_lower_limit,Fraction_Core_burned_upper_limit
10.0,0.9380345182816694,0.7504276146253356,0.955102229
11.414141414141413,0.9377173280187566,0.7501738624150054,0.955102229
12.828282828282829,0.9373960033056749,0.74991680264454,0.955102229
14.242424242424242,0.9370705441424239,0.7496564353139391,0.955102229
15.656565656565657,0.9367409505290039,0.7493927604232031,0.955102229
17.070707070707073,0.9364072224654146,0.7491257779723317,0.955102229
18.484848484848484,0.9360693599516564,0.7488554879613252,0.955102229
19.8989898989899,0.935727362987729,0.7485818903901832,0.955102229
21.313131313131315,0.9353812315736324,0.748304985258906,0.955102229
22.727272727272727,0.9350309657093668,0.7480247725674936,0.955102229
24.141414141414142,0.934676565394932,0.7477412523159457,0.955102229
25.555555555555557,0.9343180306303281,0.7474544245042626,0.955102229
26.96969696969697,0.9339553614155551,0.7471642891324441,0.955102229
28.383838383838384,0.933588557750613,0.7468708462004905,0.955102229
29.7979797979798,0.9332176196355018,0.7465740957084015,0.955102229
31.21212121212121,0.9328425470702214,0.7462740376561772,0.955102229
32.62626262626263,0.9324633400547719,0.7459706720438176,0.955102229
34.04040404040404,0.9320799985891534,0.7456639988713227,0.955102229
35.45454545454545,0.9316925226733656,0.7453540181386925,0.955102229
36.868686868686865,0.9313009123074087,0.7450407298459271,0.955102229
38.282828282828284,0.9309051674912828,0.7447241339930263,0.955102229
39.696969696969695,0.9305052882249877,0.7444042305799902,0.955102229
41.111111111111114,0.9301012745085235,0.7440810196068188,0.955102229
42.525252525252526,0.9296931263418902,0.7437545010735122,0.955102229
43.93939393939394,0.9292808437250878,0.7434246749800703,0.955102229
45.35353535353536,0.9288644266581162,0.743091541326493,0.955102229
46.76767676767677,0.9284438751409755,0.7427551001127805,0.955102229
48.18181818181818,0.9280191891736658,0.7424153513389327,0.955102229
49.5959595959596,0.9275903687561868,0.7420722950049495,0.955102229
51.01010101010101,0.9271574138885388,0.7417259311108311,0.955102229
52.42424242424242,0.9267203245707216,0.7413762596565774,0.955102229
53.83838383838384,0.9262791008027353,0.7410232806421884,0.955102229
55.25252525252525,0.92583374258458,0.740666994067664,0.955102229
56.666666666666664,0.9253842499162555,0.7403073999330044,0.955102229
58.08080808080808,0.9249306227977618,0.7399444982382095,0.955102229
59.494949494949495,0.9244728612290991,0.7395782889832794,0.955102229
60.90909090909091,0.9240109652102672,0.7392087721682138,0.955102229
62.323232323232325,0.9235449347412662,0.738835947793013,0.955102229
63.73737373737374,0.9230747698220961,0.738459815857677,0.955102229
65.15151515151516,0.9226004704527568,0.7380803763622055,0.955102229
66.56565656565657,0.9221220366332485,0.7376976293065989,0.955102229
67.97979797979798,0.921639468363571,0.7373115746908568,0.955102229
69.39393939393939,0.9211527656437245,0.7369222125149797,0.955102229
70.8080808080808,0.9206619284737088,0.7365295427789671,0.955102229
72.22222222222223,0.920166956853524,0.7361335654828193,0.955102229
73.63636363636363,0.91966785078317,0.7357342806265361,0.955102229
75.05050505050505,0.919164610262647,0.7353316882101176,0.955102229
76.46464646464646,0.9186572352919548,0.7349257882335638,0.955102229
77.87878787878788,0.9181457258710934,0.7345165806968748,0.955102229
79.29292929292929,0.9176300820000631,0.7341040656000506,0.955102229
80.70707070707071,0.9171103036788635,0.7336882429430909,0.955102229
82.12121212121212,0.9165863909074948,0.7332691127259959,0.955102229
83.53535353535354,0.9160583436859571,0.7328466749487657,0.955102229
84.94949494949495,0.9155261620142502,0.7324209296114002,0.955102229
86.36363636363636,0.9149898458923742,0.7319918767138994,0.955102229
87.77777777777777,0.9144493953203291,0.7315595162562634,0.955102229
89.1919191919192,0.9139048102981148,0.7311238482384919,0.955102229
90.60606060606061,0.9133560908257314,0.7306848726605852,0.955102229
92.02020202020202,0.912803236903179,0.7302425895225433,0.955102229
93.43434343434343,0.9122462485304573,0.7297969988243659,0.955102229
94.84848484848484,0.9116851257075667,0.7293481005660534,0.955102229
96.26262626262626,0.9111198684345068,0.7288958947476054,0.955102229
97.67676767676768,0.9105504767112778,0.7284403813690222,0.955102229
99.0909090909091,0.9099769505378797,0.7279815604303038,0.955102229
100.5050505050505,0.9093992899143125,0.7275194319314501,0.955102229
101.91919191919192,0.9088174948405762,0.727053995872461,0.955102229
103.33333333333333,0.9082315653166707,0.7265852522533366,0.955102229
104.74747474747475,0.9076415013425961,0.726113201074077,0.955102229
106.16161616161617,0.9070473029183526,0.7256378423346821,0.955102229
107.57575757575758,0.9064489700439398,0.7251591760351519,0.955102229
108.98989898989899,0.9058465027193578,0.7246772021754864,0.955102229
110.4040404040404,0.9052399009446067,0.7241919207556854,0.955102229
111.81818181818181,0.9046291647196866,0.7237033317757493,0.955102229
113.23232323232324,0.9040142940445973,0.7232114352356779,0.955102229
114.64646464646465,0.903395288919339,0.7227162311354712,0.955102229
116.06060606060606,0.9027721493439114,0.7222177194751291,0.955102229
117.47474747474747,0.9021448753183148,0.7217159002546518,0.955102229
118.88888888888889,0.9015134668425491,0.7212107734740393,0.955102229
120.3030303030303,0.9008779239166141,0.7207023391332914,0.955102229
121.71717171717172,0.9002382465405101,0.7201905972324081,0.955102229
123.13131313131314,0.8995944347142371,0.7196755477713896,0.955102229
124.54545454545455,0.8989464884377948,0.7191571907502359,0.955102229
125.95959595959596,0.8982944077111834,0.7186355261689468,0.955102229
127.37373737373737,0.897638192534403,0.7181105540275224,0.955102229
128.78787878787878,0.8969778429074534,0.7175822743259628,0.955102229
130.2020202020202,0.8963133588303347,0.7170506870642678,0.955102229
131.6161616161616,0.8956447403030469,0.7165157922424376,0.955102229
133.03030303030303,0.8949719873255899,0.715977589860472,0.955102229
134.44444444444446,0.8942950998979639,0.7154360799183711,0.955102229
135.85858585858585,0.8936140780201687,0.714891262416135,0.955102229
137.27272727272725,0.8929289216922044,0.7143431373537635,0.955102229
138.68686868686868,0.892239630914071,0.7137917047312569,0.955102229
140.1010101010101,0.8915462056857684,0.7132369645486147,0.955102229
141.5151515151515,0.8908486460072967,0.7126789168058374,0.955102229
142.92929292929293,0.890146951878656,0.7121175615029248,0.955102229
144.34343434343435,0.889441123299846,0.7115528986398769,0.955102229
145.75757575757575,0.8887311602708671,0.7109849282166937,0.955102229
147.17171717171718,0.8880170627917189,0.7104136502333751,0.955102229
148.58585858585857,0.8872988308624017,0.7098390646899214,0.955102229
150.0,0.8865764644829153,0.7092611715863323,0.955102229
