Sparks,Fraction_Core_IGE/burned,Fraction_Core_IGE/burned_lower_limit,Fraction_Core_IGE/burned_upper_limit
94.84848484848484,0.684413196378316,0.5475305571026529,0.8212958356539791
96.26262626262626,0.6829064649248007,0.5463251719398405,0.8194877579097608
97.67676767676768,0.6813997334712854,0.5451197867770283,0.8176796801655424
99.0909090909091,0.67989300201777,0.543914401614216,0.8158716024213241
100.5050505050505,0.6783862705642547,0.5427090164514038,0.8140635246771056
101.91919191919192,0.6768795391107394,0.5415036312885916,0.8122554469328872
103.33333333333333,0.6753728076572241,0.5402982461257793,0.8104473691886689
104.74747474747475,0.6738660762037088,0.539092860962967,0.8086392914444505
106.16161616161617,0.6723593447501934,0.5378874758001547,0.8068312137002321
107.57575757575758,0.6708526132966781,0.5366820906373425,0.8050231359560137
108.98989898989899,0.6693458818431628,0.5354767054745303,0.8032150582117953
110.4040404040404,0.6678391503896475,0.534271320311718,0.801406980467577
111.81818181818181,0.6663324189361322,0.5330659351489058,0.7995989027233585
113.23232323232324,0.6648256874826168,0.5318605499860934,0.7977908249791402
114.64646464646465,0.6633189560291015,0.5306551648232812,0.7959827472349218
116.06060606060606,0.6618122245755862,0.529449779660469,0.7941746694907034
117.47474747474747,0.6603054931220709,0.5282443944976567,0.792366591746485
118.88888888888889,0.6587987616685556,0.5270390093348445,0.7905585140022666
120.3030303030303,0.6572920302150402,0.5258336241720322,0.7887504362580483
121.71717171717172,0.6557852987615249,0.52462823900922,0.7869423585138299
123.13131313131314,0.6542785673080096,0.5234228538464077,0.7851342807696114
124.54545454545455,0.6527718358544943,0.5222174686835954,0.7833262030253931
125.95959595959596,0.651265104400979,0.5210120835207832,0.7815181252811747
127.37373737373737,0.6497583729474636,0.5198066983579709,0.7797100475369564
128.78787878787878,0.6482516414939483,0.5186013131951587,0.777901969792738
130.2020202020202,0.646744910040433,0.5173959280323465,0.7760938920485195
131.6161616161616,0.6452381785869177,0.5161905428695341,0.7742858143043012
133.03030303030303,0.6437314471334024,0.5149851577067219,0.7724777365600828
134.44444444444446,0.642224715679887,0.5137797725439096,0.7706696588158645
135.85858585858585,0.6407179842263717,0.5125743873810974,0.768861581071646
137.27272727272725,0.6392112527728564,0.5113690022182852,0.7670535033274276
138.68686868686868,0.6377045213193411,0.5101636170554729,0.7652454255832093
140.1010101010101,0.6361977898658258,0.5089582318926607,0.7634373478389909
141.5151515151515,0.6346910584123104,0.5077528467298483,0.7616292700947725
142.92929292929293,0.6331843269587951,0.5065474615670361,0.7598211923505541
144.34343434343435,0.6316775955052798,0.5053420764042239,0.7580131146063357
145.75757575757575,0.6301708640517645,0.5041366912414116,0.7562050368621174
147.17171717171718,0.6286641325982492,0.5029313060785994,0.754396959117899
148.58585858585857,0.6271574011447338,0.501725920915787,0.7525888813736806
150.0,0.6256506696912185,0.5005205357529748,0.7507808036294622
