wavelength,flux,flux_err,weight
1265.8,1.4260827035098386e-17,2.6797031948672044e-17,1.0
1266.4,1.814504944026389e-17,1.3989838694653653e-17,1.0
1267.0,2.0610129707017792e-17,1.4262564024785882e-17,1.0
1267.6,1.2829619832673224e-17,1.3246174144423724e-17,1.0
1268.2,1.3825716039881088e-17,1.3901795998898648e-17,1.0
1268.8,5.661648888967481e-18,1.2372361848166203e-17,1.0
1269.4,2.9397736210815216e-17,1.522997619565329e-17,1.0
1270.0,2.00131029475688e-17,1.4430528354247723e-17,1.0
1270.6,3.6779158474416805e-17,1.636983322434736e-17,1.0
1271.2,4.6268147169335373e-17,1.695270863685493e-17,1.0
1271.8,2.7432139116078098e-17,1.4635688399855637e-17,1.0
1272.4,2.0048938916560332e-17,1.415699134408511e-17,1.0
1273.0,2.569540959140844e-17,1.5191837334131815e-17,1.0
1273.6,2.0561571609628956e-17,1.4352203480495997e-17,1.0
1274.2,1.2424717614993864e-17,1.3232940736288263e-17,1.0
1274.8,1.1125095662422686e-17,1.2948022305061971e-17,1.0
1275.4,2.9828053942517604e-17,1.4971971692213458e-17,1.0
1276.0,3.570550755123946e-17,1.5756921321109425e-17,1.0
1276.6,3.8206235962702986e-17,1.586981332871902e-17,1.0
1277.2,8.616173153466385e-17,2.0581440491829053e-17,1.0
1277.8,8.852330783845224e-18,1.2558328327535626e-17,1.0
1278.4,2.1059505696905174e-17,1.403317117862651e-17,1.0
1279.0,7.957201200756177e-18,1.2415201399413978e-17,1.0
1279.6,3.8328317384436715e-17,1.5988476058925556e-17,1.0
1280.2,3.938695865744145e-17,1.6007313531258593e-17,1.0
1280.8,2.3578688942488382e-17,1.5209327791235985e-17,1.0
1281.4,7.423948114734815e-17,1.9131260682064534e-17,1.0
1282.0,8.461852145685824e-17,2.0099374206160696e-17,1.0
1282.6,3.384529288910066e-17,1.5553757733178957e-17,1.0
1283.2,2.828918216963599e-17,1.5140037521060787e-17,1.0
1283.8,4.4840303943010714e-17,1.667843690667468e-17,1.0
1284.4,4.913264385152373e-17,1.703990087959065e-17,1.0
1285.0,4.7432926677515696e-17,1.6780448794733015e-17,1.0
1285.6,3.288861959490201e-17,1.511505460095828e-17,1.0
1286.2,1.9217307868156274e-17,1.3384312692091052e-17,1.0
1286.8,7.142606074459838e-17,1.9014528413348873e-17,1.0
1287.4,6.943528656023607e-17,1.8667581544226704e-17,1.0
1288.0,5.000155138112859e-17,1.693084222588822e-17,1.0
1288.6,5.719285396575442e-17,1.7838104345957475e-17,1.0
1289.2,5.079347853241941e-17,1.7156193320872384e-17,1.0
1289.8,5.221068376669408e-17,1.740088538443264e-17,1.0
1290.4,5.8709532220387e-17,1.8135715126145717e-17,1.0
1291.0,4.295392957858388e-17,1.6226080177559997e-17,1.0
1291.6,4.2162724730982876e-17,1.5988551176587502e-17,1.0
1292.2,4.990133665549723e-17,1.7031870174116635e-17,1.0
1292.8,5.77206465268566e-17,1.7821034916691368e-17,1.0
1293.4,6.008436737747945e-17,1.8006415627638364e-17,1.0
1294.0,6.533935663224128e-17,1.7809710410436357e-17,1.0
1294.6,6.742384064802234e-17,1.7982248129895326e-17,1.0
1295.2,3.597789609620096e-17,1.4823531389087122e-17,1.0
1295.8,5.3912637744944125e-17,1.6202268600485737e-17,1.0
1296.4,5.2603906314091146e-17,1.6695061247812483e-17,1.0
1297.0,8.146140927722931e-17,2.018626070068612e-17,1.0
1297.6,9.958208758642326e-17,2.1169501168571144e-17,1.0
1298.2,6.836697851231205e-17,1.914306121626894e-17,1.0
1298.8,4.776451363888575e-17,1.8705048306255773e-17,1.0
1299.4,4.8996400691251444e-17,2.197584371259274e-17,1.0
1300.0,5.1138628571982577e-17,6.400180928866772e-17,1.0
1300.6,5.5230718928380586e-17,6.24260330831349e-17,1.0
1301.2,5.932241966546788e-17,6.085041927068089e-17,1.0
1301.8,6.341373364306205e-17,5.927496710113048e-17,1.0
1302.4,6.750466064920147e-17,5.769967582772894e-17,1.0
1303.0,7.159520454784471e-17,5.612454470713045e-17,1.0
1303.6,7.568536511041197e-17,5.454957299937758e-17,1.0
1304.2,7.97751461839318e-17,5.2974759967886656e-17,1.0
1304.8,8.38645475233677e-17,5.140010487943348e-17,1.0
1305.4,8.795357295898139e-17,4.9825607004132946e-17,1.0
1306.0,9.204222222943954e-17,4.825126561542773e-17,1.0
1306.6,9.61304981277013e-17,4.6677079990068195e-17,1.0
1307.2,1.0021840343838676e-16,4.5103049408098214e-17,1.0
1307.8,1.0430593787601392e-16,4.352917315284118e-17,1.0
1308.4,1.0839310216797003e-16,4.195545051088002e-17,1.0
1309.0,1.1247991030038216e-16,4.038188077204633e-17,1.0
1309.6,1.1656634359443454e-16,3.8808463229400584e-17,1.0
1310.2,1.2536809182981346e-16,2.346583686267882e-17,1.0
1310.8,1.2409808953559032e-16,2.3190612615079067e-17,1.0
1311.4,1.0507817171666734e-16,2.1919642514637188e-17,1.0
1312.0,1.180283829978797e-16,2.3004648604081747e-17,1.0
1312.6,1.152648773907722e-16,2.2672550405250124e-17,1.0
1313.2,1.0082520956036904e-16,2.154767037295669e-17,1.0
1313.8,1.238573607103474e-16,2.3369554496617846e-17,1.0
1314.4,8.324724565790727e-17,1.9854471118551547e-17,1.0
1315.0,8.82054437346578e-17,2.0429371780620452e-17,1.0
1315.6,1.1952292362610465e-16,2.3160714531332563e-17,1.0
1316.2,1.4113028985090145e-16,2.4374662555897113e-17,1.0
1316.8,1.6002102555415738e-16,2.5901164714619398e-17,1.0
1317.4,1.175930919847961e-16,2.303994118468391e-17,1.0
1318.0,1.240558060724072e-16,2.3174634659241763e-17,1.0
1318.6,1.342727760581487e-16,2.388593391671551e-17,1.0
1319.2,1.7044286931464567e-16,2.6442274039179165e-17,1.0
1319.8,1.6787570162214364e-16,2.6423501737652735e-17,1.0
1320.4,1.4792277243929606e-16,2.566589876706836e-17,1.0
1321.0,1.9413827938633615e-16,2.850676930693671e-17,1.0
1321.6,1.642325173339369e-16,2.608833680636207e-17,1.0
1322.2,1.7151988324239768e-16,2.6581085416036392e-17,1.0
1322.8,2.221553392737312e-16,2.88555400965046e-17,1.0
1323.4,1.2925176705512015e-16,2.434600369524819e-17,1.0
1324.0,1.8879960676105873e-16,2.771552427164891e-17,1.0
1324.6,1.7888780067673945e-16,2.7198428975855292e-17,1.0
1325.2,2.188767070194238e-16,2.981120444458398e-17,1.0
1325.8,1.9089465777036007e-16,2.816810278898907e-17,1.0
1326.4,1.7409242536049116e-16,2.673263362253464e-17,1.0
1327.0,1.937553919677314e-16,2.834345945370548e-17,1.0
1327.6,2.1690234828099762e-16,2.923865478287855e-17,1.0
1328.2,1.8806999184691105e-16,2.7664840567158256e-17,1.0
1328.8,2.1394347448253241e-16,2.952488717177768e-17,1.0
1329.4,1.9100350127577542e-16,2.788616277892573e-17,1.0
1330.0,1.7012159720277484e-16,2.6487066796246424e-17,1.0
1330.6,1.4571787125598284e-16,3.152826232639704e-17,1.0
1331.2,1.5707921800063253e-16,3.195991338950156e-17,1.0
1331.8,1.684396398198728e-16,3.2391532557544453e-17,1.0
1332.4,1.7979914101229963e-16,3.28231199830214e-17,1.0
1333.0,1.91157725857171e-16,3.3254675817734195e-17,1.0
1333.6,2.025168756964985e-16,3.368620021279542e-17,1.0
1334.2,2.138736303602289e-16,3.411769331863118e-17,1.0
1334.8,2.2522949158604193e-16,3.454915528498416e-17,1.0
1335.4,2.3658445339000286e-16,3.498058626091798e-17,1.0
1336.0,2.47938519956075e-16,3.541198639481928e-17,1.0
1336.6,2.592916954494393e-16,3.5843355834402197e-17,1.0
1337.2,2.7064398401658506e-16,3.6274694726711177e-17,1.0
1337.8,2.819953897854004e-16,3.6706003218123724e-17,1.0
1338.4,2.933473832844552e-16,3.713728145435494e-17,1.0
1339.0,3.0469703570763795e-16,3.756852958045933e-17,1.0
1339.6,3.1604581760563004e-16,3.7999747740835306e-17,1.0
1340.2,3.2739373303281406e-16,3.8430936079227916e-17,1.0
1340.8,3.387407860254184e-16,3.88620947387315e-17,1.0
1341.4,3.2786503776863736e-16,3.6257248224853205e-17,1.0
1342.0,4.3754896348013046e-16,4.1259469451288995e-17,1.0
1342.6,4.4096289947044166e-16,4.1238391869685825e-17,1.0
1343.2,4.321106095921971e-16,4.093114707734925e-17,1.0
1343.8,4.2286684365138793e-16,4.11507298731737e-17,1.0
1344.4,4.492924985351654e-16,4.1567121988600343e-17,1.0
1345.0,4.4206529412179593e-16,4.2020003906224315e-17,1.0
1345.6,4.093955883278348e-16,4.0100200232336604e-17,1.0
1346.2,4.3182646807461516e-16,4.150355875652548e-17,1.0
1346.8,4.675005532490773e-16,4.2318263109871116e-17,1.0
1347.4,4.924917106486677e-16,4.3385117941374356e-17,1.0
1348.0,4.455561994622098e-16,4.141592130293018e-17,1.0
1348.6,4.2235191378554563e-16,4.0446197693960507e-17,1.0
1349.2,4.672205516579878e-16,4.235265101423745e-17,1.0
1349.8,4.695089878021355e-16,4.2654698986702884e-17,1.0
1350.4,4.512118931333061e-16,4.19690901195299e-17,1.0
1351.0,5.291383268279626e-16,4.550336316246276e-17,1.0
1351.6,5.3592429794214e-16,4.579512262814372e-17,1.0
1352.2,4.882194932496902e-16,4.387314522246188e-17,1.0
1352.8,5.158695559922425e-16,4.523742716487473e-17,1.0
1353.4,5.598750651228856e-16,4.699337609166685e-17,1.0
1354.0,5.72896655061299e-16,4.733075332540333e-17,1.0
1354.6,5.762839212152018e-16,4.733308087775444e-17,1.0
1355.2,5.90652048000906e-16,4.8267528186696825e-17,1.0
1355.8,5.727339538006833e-16,4.732068426421999e-17,1.0
1356.4,5.841984830619125e-16,4.7758985445072145e-17,1.0
1357.0,5.638730513783218e-16,4.7522423165838295e-17,1.0
1357.6,5.672447263268026e-16,4.6644766914513275e-17,1.0
1358.2,6.7013457876069e-16,5.084428906841931e-17,1.0
1358.8,5.765943026780483e-16,4.7579917747809724e-17,1.0
1359.4,6.032751195105461e-16,4.851451589051603e-17,1.0
1360.0,6.220159360681912e-16,4.948660699884305e-17,1.0
1360.6,6.975592356399965e-16,5.288728729294398e-17,1.0
1361.2,6.274397826363233e-16,4.989676762671398e-17,1.0
1361.8,5.444735571744861e-16,4.696351204081244e-17,1.0
1362.4,5.313151732538471e-16,4.5095813947512544e-17,1.0
1363.0,6.9103137286051e-16,5.325110007338224e-17,1.0
1363.6,6.307813302252496e-16,4.973110300518234e-17,1.0
1364.2,6.73954141624273e-16,5.145650463204528e-17,1.0
1364.8,6.596986188264404e-16,5.225919575006046e-17,1.0
1365.4,6.987608787786524e-16,5.3391980795855474e-17,1.0
1366.0,6.466403434414732e-16,5.082078755211079e-17,1.0
1366.6,5.898736534545633e-16,4.931184734182191e-17,1.0
1367.2,5.93806141193468e-16,4.870064004784986e-17,1.0
1367.8,6.740199724994733e-16,5.274543235599358e-17,1.0
1368.4,6.868766404839847e-16,5.3303647769125735e-17,1.0
1369.0,6.830655606000141e-16,5.310262170834656e-17,1.0
1369.6,7.564643898559809e-16,5.509603402874824e-17,1.0
1370.2,7.171949897786379e-16,5.3309882194131744e-17,1.0
1370.8,6.564948668096016e-16,5.1844263336052295e-17,1.0
1371.4,6.727900797265856e-16,5.2879843657871646e-17,1.0
1372.0,6.892463350927813e-16,5.31973312528678e-17,1.0
1372.6,5.804868168921704e-16,4.8979192079387045e-17,1.0
1373.2,6.458772988504236e-16,5.1557274177741174e-17,1.0
1373.8,6.505277468310819e-16,5.202976406299472e-17,1.0
1374.4,6.071788072217851e-16,5.016899323584403e-17,1.0
1375.0,5.944741490240868e-16,4.9757389320407203e-17,1.0
1375.6,5.785142271021571e-16,4.938443853215571e-17,1.0
1376.2,6.095121103748733e-16,5.058010566516123e-17,1.0
1376.8,6.691024843140188e-16,5.25793900761747e-17,1.0
1377.4,6.124374802670507e-16,5.074313730850755e-17,1.0
1378.0,5.786307622670763e-16,4.885875488989465e-17,1.0
1378.6,5.921130545028205e-16,4.98728455831392e-17,1.0
1379.2,5.634944908535637e-16,4.820808614884073e-17,1.0
1379.8,5.2706068198832865e-16,4.784618199920037e-17,1.0
1380.4,5.966037802591718e-16,5.000448469643658e-17,1.0
1381.0,5.197967840226938e-16,4.741610295756966e-17,1.0
1381.6,5.147317928702451e-16,4.729786689781187e-17,1.0
1382.2,5.579412940973475e-16,4.905589255192743e-17,1.0
1382.8,5.144700669144773e-16,4.652470922292287e-17,1.0
1383.4,4.3000338693288e-16,4.4241366693038606e-17,1.0
1384.0,5.166406166707881e-16,4.671165630629818e-17,1.0
1384.6,5.887385017284798e-16,5.1199973831154685e-17,1.0
1385.2,5.849600381864264e-16,5.0417949643671024e-17,1.0
1385.8,5.517010869670074e-16,4.9385927466014245e-17,1.0
1386.4,4.535049152450529e-16,4.528073112964079e-17,1.0
1387.0,5.76686624340412e-16,4.992816763839747e-17,1.0
1387.6,5.397445804758876e-16,4.922902143920688e-17,1.0
1388.2,4.492632014263968e-16,4.474408128884876e-17,1.0
1388.8,4.2979990729857804e-16,4.418286186518721e-17,1.0
1389.4,4.0582889526490036e-16,4.3493381126888044e-17,1.0
1390.0,4.649279694984849e-16,4.610978818634268e-17,1.0
1390.6,4.247845926445908e-16,4.426163377189822e-17,1.0
1391.2,4.0262590717827885e-16,4.304144504450098e-17,1.0
1391.8,4.2987784268860643e-16,4.4601077815064676e-17,1.0
1392.4,4.2124859103268943e-16,4.385642533576412e-17,1.0
1393.0,4.206549899571562e-16,4.4228016319024657e-17,1.0
1393.6,4.074141718065916e-16,4.3297639836873434e-17,1.0
1394.2,3.3259654212215353e-16,3.96091954762491e-17,1.0
1394.8,2.759878584856197e-16,3.6684882892391476e-17,1.0
1395.4,2.965564924815454e-16,3.779941065806434e-17,1.0
1396.0,3.6940860023514763e-16,4.168496496612108e-17,1.0
1396.6,3.6806422255192873e-16,4.209730088036606e-17,1.0
1397.2,3.6292369270371146e-16,4.0942924816929435e-17,1.0
1397.8,3.764906457858271e-16,4.162129571821271e-17,1.0
1398.4,3.8917568883368486e-16,4.281286752520596e-17,1.0
1399.0,3.594833052921547e-16,4.0848552422701143e-17,1.0
1399.6,3.2782835071177445e-16,3.9330234459026373e-17,1.0
1400.2,3.536089695379513e-16,4.132134478308562e-17,1.0
1400.8,3.452815907496328e-16,4.096909054147134e-17,1.0
1401.4,3.1826759870802104e-16,3.933529577916632e-17,1.0
1402.0,2.187184630004617e-16,3.314324622608912e-17,1.0
1402.6,2.821061320622787e-16,3.815617878611397e-17,1.0
1403.2,2.7170050782255286e-16,3.653775049290873e-17,1.0
1403.8,3.0959618377280946e-16,3.840461906127148e-17,1.0
1404.4,2.0082671039254542e-16,3.251311269322845e-17,1.0
1405.0,3.1506179929832677e-16,4.0093882798267605e-17,1.0
1405.6,2.4778061072108784e-16,3.489566829314196e-17,1.0
1406.2,2.6504326792973633e-16,3.6824389718308684e-17,1.0
