Redshift,Distance_modulus,Distance_modulus_err,E(B-V)_MW,Rv_MW,E(B-V)_host,E(B-V)_host_err,Rv_host,Rv_host_err,t_exp_min,t_exp_max
0.000804,29.04,0.19,0,3.1,0,0,3.1,0,55790,55797.2
