Wavelength,Scale_Factor_50
2000.0000000000002,1.0775387693846923
2001.6108914286087,1.0765382691345673
2003.2230803428147,1.0740370185092547
2004.836567787672,1.0730365182591295
2006.4513548090772,1.0710355177588795
2008.067442453768,1.069534767383692
2009.6848317693264,1.071535767883942
2011.3035238041791,1.070535267633817
2012.9235196075924,1.0700350175087543
2014.5448202296825,1.071535767883942
2016.1674267214103,1.0750375187593797
2017.791340134583,1.074537268634317
2019.4165615218544,1.0785392696348175
2021.0430919367273,1.0805402701350675
2022.670932433552,1.080040020010005
2024.3000840675284,1.0805402701350675
2025.9305478947063,1.0830415207603803
2027.562324971986,1.0840420210105053
2029.1954163571195,1.0855427713856929
2030.8298231087122,1.0865432716358179
2032.4655462862165,1.0845422711355677
2034.1025869499438,1.0855427713856929
2035.7409461610578,1.0840420210105053
2037.3806249815768,1.0845422711355677
2039.0216244743747,1.0840420210105053
2040.6639457031813,1.0825412706353177
2042.3075897325832,1.0830415207603803
2043.9525576280244,1.0835417708854427
2045.598850455807,1.0840420210105053
2047.2464692830922,1.0830415207603803
2048.8954151779008,1.0830415207603803
2050.5456892091156,1.0815407703851925
2052.197292446474,1.080040020010005
2053.850225960582,1.080040020010005
2055.5044908229047,1.0830415207603803
2057.160088105771,1.0830415207603803
2058.8170188823738,1.0855427713856929
2060.475284226769,1.0875437718859429
2062.1348852138794,1.0890445222611305
2063.7958229194924,1.090545272636318
2065.4580984202616,1.0925462731365683
2067.1217127937093,1.0950475237618809
2068.786667118224,1.0965482741370685
2070.4529624730667,1.0940470235117559
2072.1205999383587,1.090545272636318
2073.7895805951007,1.0855427713856929
2075.45990552516,1.0845422711355677
2077.1315758112755,1.0825412706353177
2078.804592537059,1.07703851925963
2080.478956786994,1.0740370185092547
2082.154669646438,1.0710355177588795
2083.8317322016233,1.0710355177588795
2085.510145539656,1.0710355177588795
2087.189910748519,1.071535767883942
2088.871028917071,1.073536768384192
2090.5535011350485,1.0740370185092547
2092.2373284930613,1.0755377688844423
2093.9225120826036,1.07703851925963
2095.6090529960456,1.0790395197598799
2097.2969523266383,1.0815407703851925
2098.9862111685134,1.0815407703851925
2100.6768306166828,1.0825412706353177
2102.368811767041,1.082041020510255
2104.062155716366,1.0830415207603803
2105.756863562317,1.0835417708854427
2107.45293640344,1.0835417708854427
2109.1503753391644,1.0830415207603803
2110.8491814698064,1.0825412706353177
2112.549355896564,1.082041020510255
2114.2508997215273,1.08104052026013
2115.9538140476716,1.0825412706353177
